payment_id,order_id,payment_date,payment_status
6854,6854,12-30-2016,Payment Successful
6855,6855,12-30-2016,Refunded
6856,6856,01-07-2017,Payment failed
6857,6857,12-30-2016,Refunded
6858,6858,01-03-2017,Payment Successful
6859,6859,12-30-2016,Payment failed
6860,6860,12-30-2016,Payment Successful
6861,6861,12-30-2016,Payment Successful
6862,6862,12-30-2016,Refunded
6863,6863,12-30-2016,Payment failed
6864,6864,01-04-2017,Refunded
6865,6865,01-06-2017,Payment failed
6866,6866,01-04-2017,Payment Successful
6867,6867,01-01-2017,Payment failed
6868,6868,01-04-2017,Payment Successful
6869,6869,01-05-2017,Payment Successful
6870,6870,12-30-2016,Payment Successful
6871,6871,12-30-2016,Payment Successful
6872,6872,01-07-2017,Payment Successful
6873,6873,12-30-2016,Payment Successful
6874,6874,12-30-2016,Payment Successful
6875,6875,01-07-2017,Payment Successful
6876,6876,12-30-2016,Refunded
6877,6877,01-01-2017,Refunded
6878,6878,01-05-2017,Payment Successful
6879,6879,12-30-2016,Payment Successful
6880,6880,12-30-2016,Payment Successful
6881,6881,01-07-2017,Payment Successful
6882,6882,01-04-2017,Payment Successful
6883,6883,01-07-2017,Payment Successful
6884,6884,12-30-2016,Payment Successful
6885,6885,01-07-2017,Payment Successful
6886,6886,12-30-2016,Payment Successful
6887,6887,01-06-2017,Payment Successful
6888,6888,01-01-2017,Payment failed
6889,6889,01-05-2017,Payment Successful
6890,6890,01-04-2017,Payment Successful
6891,6891,01-03-2017,Payment failed
6892,6892,01-06-2017,Refunded
6893,6893,12-30-2016,Payment Successful
6894,6894,12-30-2016,Payment Successful
6895,6895,01-04-2017,Payment Successful
6896,6896,12-30-2016,Refunded
6897,6897,01-03-2017,Payment Successful
6898,6898,12-31-2016,Payment failed
6899,6899,01-06-2017,Refunded
6900,6900,12-29-2016,Payment Successful
6901,6901,01-06-2017,Payment Successful
6902,6902,01-03-2017,Payment Successful
6903,6903,12-29-2016,Payment Successful
6904,6904,12-29-2016,Payment Successful
6905,6905,01-04-2017,Payment Successful
6906,6906,12-29-2016,Payment Successful
6907,6907,01-01-2017,Payment Successful
6908,6908,01-02-2017,Payment Successful
6909,6909,01-05-2017,Refunded
6910,6910,01-02-2017,Payment Successful
6911,6911,12-28-2016,Payment Successful
6912,6912,12-30-2016,Payment Successful
6913,6913,12-28-2016,Payment Successful
6914,6914,01-04-2017,Payment Successful
6915,6915,01-04-2017,Payment Successful
6916,6916,12-28-2016,Payment Successful
6917,6917,12-27-2016,Payment failed
6918,6918,12-27-2016,Payment Successful
6919,6919,12-27-2016,Refunded
6920,6920,01-03-2017,Payment Successful
6921,6921,12-27-2016,Payment Successful
6922,6922,12-27-2016,Payment Successful
6923,6923,01-02-2017,Payment Successful
6924,6924,01-03-2017,Payment Successful
6925,6925,01-02-2017,Refunded
6926,6926,12-27-2016,Payment Successful
6927,6927,01-01-2017,Payment Successful
6928,6928,01-02-2017,Refunded
6929,6929,01-02-2017,Payment Successful
6930,6930,12-29-2016,Payment Successful
6931,6931,01-04-2017,Payment Successful
6932,6932,12-27-2016,Payment Successful
6933,6933,01-02-2017,Payment failed
6934,6934,12-27-2016,Payment failed
6935,6935,01-04-2017,Refunded
6936,6936,12-27-2016,Payment Successful
6937,6937,12-27-2016,Payment Successful
6938,6938,12-28-2016,Payment Successful
6939,6939,12-29-2016,Refunded
6940,6940,01-02-2017,Payment Successful
6941,6941,12-27-2016,Payment Successful
6942,6942,01-03-2017,Payment Successful
6943,6943,01-01-2017,Refunded
6944,6944,01-04-2017,Payment Successful
6945,6945,12-26-2016,Payment Successful
6946,6946,12-26-2016,Refunded
6947,6947,12-31-2016,Payment Successful
6948,6948,01-01-2017,Payment Successful
6949,6949,12-31-2016,Refunded
6950,6950,01-02-2017,Payment failed
6951,6951,01-03-2017,Payment Successful
6952,6952,12-26-2016,Payment failed
6953,6953,01-02-2017,Refunded
6954,6954,01-03-2017,Payment Successful
6955,6955,01-03-2017,Payment failed
6956,6956,01-02-2017,Payment Successful
6957,6957,12-31-2016,Payment Successful
6958,6958,12-31-2016,Refunded
6959,6959,01-01-2017,Payment Successful
6960,6960,01-01-2017,Refunded
6961,6961,12-26-2016,Payment Successful
6962,6962,01-03-2017,Refunded
6963,6963,01-01-2017,Payment Successful
6964,6964,12-26-2016,Payment Successful
6965,6965,12-26-2016,Refunded
6966,6966,01-03-2017,Payment Successful
6967,6967,01-02-2017,Payment Successful
6968,6968,01-02-2017,Refunded
6969,6969,12-26-2016,Refunded
6970,6970,01-01-2017,Payment Successful
6971,6971,12-31-2016,Refunded
6972,6972,12-26-2016,Payment Successful
6973,6973,01-02-2017,Payment failed
6974,6974,12-26-2016,Payment Successful
6975,6975,12-26-2016,Payment Successful
6976,6976,12-27-2016,Payment Successful
6977,6977,12-26-2016,Payment failed
6978,6978,12-26-2016,Payment Successful
6979,6979,12-31-2016,Payment Successful
6980,6980,01-03-2017,Refunded
6981,6981,12-30-2016,Payment Successful
6982,6982,12-30-2016,Payment Successful
6983,6983,12-24-2016,Payment Successful
6984,6984,12-30-2016,Payment Successful
6985,6985,12-29-2016,Payment Successful
6986,6986,01-01-2017,Payment Successful
6987,6987,12-31-2016,Payment Successful
6988,6988,12-28-2016,Refunded
6989,6989,12-25-2016,Payment Successful
6990,6990,12-31-2016,Payment Successful
6991,6991,12-24-2016,Payment Successful
6992,6992,12-30-2016,Payment Successful
6993,6993,12-28-2016,Payment Successful
6994,6994,12-28-2016,Refunded
6995,6995,12-24-2016,Refunded
6996,6996,12-30-2016,Payment failed
6997,6997,12-30-2016,Payment Successful
6998,6998,12-31-2016,Payment Successful
6999,6999,12-26-2016,Refunded
7000,7000,12-24-2016,Payment Successful
7001,7001,12-24-2016,Payment failed
7002,7002,12-24-2016,Payment Successful
7003,7003,12-24-2016,Payment failed
7004,7004,12-29-2016,Payment Successful
7005,7005,12-24-2016,Payment Successful
7006,7006,01-01-2017,Refunded
7007,7007,12-26-2016,Payment Successful
7008,7008,12-24-2016,Refunded
7009,7009,12-29-2016,Refunded
7010,7010,12-30-2016,Payment Successful
7011,7011,01-01-2017,Payment failed
7012,7012,12-24-2016,Refunded
7013,7013,12-31-2016,Payment Successful
7014,7014,12-31-2016,Refunded
7015,7015,12-24-2016,Payment Successful
7016,7016,12-30-2016,Payment Successful
7017,7017,12-31-2016,Refunded
7018,7018,12-31-2016,Payment Successful
7019,7019,12-29-2016,Refunded
7020,7020,12-31-2016,Payment failed
7021,7021,12-24-2016,Payment Successful
7022,7022,12-24-2016,Refunded
7023,7023,12-24-2016,Payment failed
7024,7024,12-24-2016,Payment Successful
7025,7025,12-24-2016,Payment Successful
7026,7026,12-24-2016,Payment Successful
7027,7027,12-31-2016,Payment Successful
7028,7028,12-29-2016,Refunded
7029,7029,12-27-2016,Refunded
7030,7030,12-29-2016,Payment failed
7031,7031,12-26-2016,Refunded
7032,7032,01-01-2017,Refunded
7033,7033,12-31-2016,Payment Successful
7034,7034,12-26-2016,Payment Successful
7035,7035,12-25-2016,Payment Successful
7036,7036,12-28-2016,Payment Successful
7037,7037,12-24-2016,Refunded
7038,7038,12-24-2016,Refunded
7039,7039,12-31-2016,Payment Successful
7040,7040,12-27-2016,Refunded
7041,7041,12-29-2016,Payment Successful
7042,7042,12-31-2016,Refunded
7043,7043,12-24-2016,Payment Successful
7044,7044,01-01-2017,Payment failed
7045,7045,12-24-2016,Payment Successful
7046,7046,12-27-2016,Payment Successful
7047,7047,12-29-2016,Payment Successful
7048,7048,12-31-2016,Payment Successful
7049,7049,12-24-2016,Payment Successful
7050,7050,12-29-2016,Payment Successful
7051,7051,12-29-2016,Payment Successful
7052,7052,12-24-2016,Refunded
7053,7053,12-30-2016,Payment Successful
7054,7054,12-24-2016,Payment Successful
7055,7055,12-27-2016,Payment Successful
7056,7056,12-24-2016,Payment Successful
7057,7057,12-31-2016,Refunded
7058,7058,12-31-2016,Payment Successful
7059,7059,12-30-2016,Payment failed
7060,7060,12-24-2016,Payment failed
7061,7061,12-24-2016,Payment failed
7062,7062,12-24-2016,Refunded
7063,7063,12-31-2016,Payment Successful
7064,7064,01-01-2017,Refunded
7065,7065,12-24-2016,Payment Successful
7066,7066,12-29-2016,Payment failed
7067,7067,12-31-2016,Payment failed
7068,7068,12-31-2016,Payment Successful
7069,7069,12-30-2016,Payment Successful
7070,7070,12-26-2016,Payment Successful
7071,7071,12-30-2016,Payment failed
7072,7072,12-31-2016,Payment Successful
7073,7073,12-31-2016,Payment Successful
7074,7074,01-01-2017,Refunded
7075,7075,12-24-2016,Payment Successful
7076,7076,12-24-2016,Payment Successful
7077,7077,12-30-2016,Refunded
7078,7078,12-29-2016,Refunded
7079,7079,12-29-2016,Payment Successful
7080,7080,12-30-2016,Payment failed
7081,7081,12-31-2016,Payment Successful
7082,7082,12-24-2016,Payment Successful
7083,7083,12-25-2016,Payment failed
7084,7084,12-24-2016,Payment Successful
7085,7085,12-31-2016,Payment Successful
7086,7086,01-01-2017,Refunded
7087,7087,12-23-2016,Payment Successful
7088,7088,12-23-2016,Payment failed
7089,7089,12-23-2016,Payment Successful
7090,7090,12-29-2016,Payment Successful
7091,7091,12-30-2016,Payment Successful
7092,7092,12-23-2016,Payment Successful
7093,7093,12-29-2016,Refunded
7094,7094,12-23-2016,Refunded
7095,7095,12-26-2016,Payment Successful
7096,7096,12-25-2016,Payment Successful
7097,7097,12-28-2016,Payment Successful
7098,7098,12-24-2016,Payment Successful
7099,7099,12-30-2016,Refunded
7100,7100,12-30-2016,Payment Successful
7101,7101,12-23-2016,Payment Successful
7102,7102,12-31-2016,Refunded
7103,7103,12-31-2016,Payment Successful
7104,7104,12-29-2016,Payment Successful
7105,7105,12-30-2016,Payment Successful
7106,7106,12-31-2016,Payment Successful
7107,7107,12-23-2016,Payment Successful
7108,7108,12-24-2016,Payment Successful
7109,7109,12-23-2016,Refunded
7110,7110,12-30-2016,Payment failed
7111,7111,12-28-2016,Payment failed
7112,7112,12-23-2016,Payment Successful
7113,7113,12-26-2016,Payment Successful
7114,7114,12-23-2016,Payment failed
7115,7115,12-25-2016,Payment failed
7116,7116,12-30-2016,Refunded
7117,7117,12-26-2016,Payment Successful
7118,7118,12-23-2016,Payment Successful
7119,7119,12-28-2016,Payment Successful
7120,7120,12-31-2016,Payment failed
7121,7121,12-30-2016,Payment Successful
7122,7122,12-23-2016,Payment Successful
7123,7123,12-23-2016,Payment Successful
7124,7124,12-23-2016,Payment failed
7125,7125,12-28-2016,Payment Successful
7126,7126,12-28-2016,Payment failed
7127,7127,12-23-2016,Refunded
7128,7128,12-28-2016,Payment Successful
7129,7129,12-23-2016,Payment Successful
7130,7130,12-23-2016,Payment Successful
7131,7131,12-23-2016,Payment failed
7132,7132,12-30-2016,Payment failed
7133,7133,12-31-2016,Payment Successful
7134,7134,12-31-2016,Payment failed
7135,7135,12-31-2016,Payment Successful
7136,7136,12-30-2016,Payment Successful
7137,7137,12-29-2016,Payment Successful
7138,7138,12-23-2016,Payment Successful
7139,7139,12-30-2016,Refunded
7140,7140,12-31-2016,Payment Successful
7141,7141,12-30-2016,Payment Successful
7142,7142,12-28-2016,Payment Successful
7143,7143,12-29-2016,Payment Successful
7144,7144,12-23-2016,Payment Successful
7145,7145,12-30-2016,Payment failed
7146,7146,12-29-2016,Payment Successful
7147,7147,12-23-2016,Payment Successful
7148,7148,12-30-2016,Refunded
7149,7149,12-29-2016,Payment Successful
7150,7150,12-23-2016,Payment Successful
7151,7151,12-23-2016,Payment Successful
7152,7152,12-23-2016,Refunded
7153,7153,12-31-2016,Payment Successful
7154,7154,12-23-2016,Payment Successful
7155,7155,12-23-2016,Refunded
7156,7156,12-23-2016,Refunded
7157,7157,12-23-2016,Payment Successful
7158,7158,12-29-2016,Payment Successful
7159,7159,12-29-2016,Payment Successful
7160,7160,12-23-2016,Payment Successful
7161,7161,12-26-2016,Payment Successful
7162,7162,12-31-2016,Refunded
7163,7163,12-23-2016,Payment Successful
7164,7164,12-23-2016,Refunded
7165,7165,12-23-2016,Payment Successful
7166,7166,12-29-2016,Refunded
7167,7167,12-23-2016,Payment failed
7168,7168,12-23-2016,Refunded
7169,7169,12-29-2016,Payment Successful
7170,7170,12-28-2016,Refunded
7171,7171,12-23-2016,Payment Successful
7172,7172,12-23-2016,Payment Successful
7173,7173,12-30-2016,Refunded
7174,7174,12-29-2016,Payment Successful
7175,7175,12-23-2016,Payment Successful
7176,7176,12-23-2016,Payment Successful
7177,7177,12-24-2016,Refunded
7178,7178,12-23-2016,Payment Successful
7179,7179,12-23-2016,Payment Successful
7180,7180,12-30-2016,Payment failed
7181,7181,12-28-2016,Payment failed
7182,7182,12-23-2016,Payment Successful
7183,7183,12-29-2016,Payment failed
7184,7184,12-23-2016,Payment Successful
7185,7185,12-23-2016,Payment Successful
7186,7186,12-31-2016,Payment failed
7187,7187,12-23-2016,Refunded
7188,7188,12-31-2016,Payment Successful
7189,7189,12-29-2016,Payment Successful
7190,7190,12-29-2016,Refunded
7191,7191,12-23-2016,Payment Successful
7192,7192,12-29-2016,Payment Successful
7193,7193,12-29-2016,Payment Successful
7194,7194,12-23-2016,Refunded
7195,7195,12-31-2016,Payment Successful
7196,7196,12-30-2016,Payment Successful
7197,7197,12-23-2016,Payment failed
7198,7198,12-31-2016,Payment Successful
7199,7199,12-31-2016,Payment Successful
7200,7200,12-23-2016,Payment Successful
7201,7201,12-23-2016,Refunded
7202,7202,12-28-2016,Payment Successful
7203,7203,12-30-2016,Payment failed
7204,7204,12-30-2016,Payment failed
7205,7205,12-30-2016,Refunded
7206,7206,12-28-2016,Refunded
7207,7207,12-28-2016,Payment Successful
7208,7208,12-23-2016,Payment failed
7209,7209,12-26-2016,Payment Successful
7210,7210,12-30-2016,Payment Successful
7211,7211,12-25-2016,Payment Successful
7212,7212,12-29-2016,Payment Successful
7213,7213,12-23-2016,Payment Successful
7214,7214,12-23-2016,Payment Successful
7215,7215,12-23-2016,Refunded
7216,7216,12-23-2016,Refunded
7217,7217,12-23-2016,Payment Successful
7218,7218,12-25-2016,Payment Successful
7219,7219,12-23-2016,Payment Successful
7220,7220,12-26-2016,Payment Successful
7221,7221,12-28-2016,Payment Successful
7222,7222,12-23-2016,Payment Successful
7223,7223,12-27-2016,Payment Successful
7224,7224,12-23-2016,Payment Successful
7225,7225,12-23-2016,Payment Successful
7226,7226,12-29-2016,Payment Successful
7227,7227,12-29-2016,Refunded
7228,7228,12-23-2016,Payment Successful
7229,7229,12-23-2016,Payment Successful
7230,7230,12-23-2016,Payment Successful
7231,7231,12-23-2016,Payment Successful
7232,7232,12-29-2016,Payment Successful
7233,7233,12-28-2016,Payment Successful
7234,7234,12-23-2016,Payment failed
7235,7235,12-29-2016,Payment Successful
7236,7236,12-23-2016,Payment Successful
7237,7237,12-24-2016,Payment failed
7238,7238,12-31-2016,Refunded
7239,7239,12-31-2016,Payment Successful
7240,7240,12-30-2016,Payment Successful
7241,7241,12-23-2016,Payment Successful
7242,7242,12-29-2016,Refunded
7243,7243,12-29-2016,Payment Successful
7244,7244,12-27-2016,Payment Successful
7245,7245,12-23-2016,Payment failed
7246,7246,12-31-2016,Payment Successful
7247,7247,12-22-2016,Payment Successful
7248,7248,12-22-2016,Payment Successful
7249,7249,12-22-2016,Payment Successful
7250,7250,12-29-2016,Payment Successful
7251,7251,12-26-2016,Refunded
7252,7252,12-21-2016,Payment Successful
7253,7253,12-27-2016,Payment Successful
7254,7254,12-19-2016,Refunded
7255,7255,12-24-2016,Payment Successful
7256,7256,12-21-2016,Payment Successful
7257,7257,12-23-2016,Refunded
7258,7258,12-18-2016,Payment Successful
7259,7259,12-22-2016,Payment Successful
7260,7260,12-25-2016,Payment Successful
7261,7261,12-28-2016,Payment Successful
7262,7262,12-19-2016,Payment Successful
7263,7263,12-26-2016,Refunded
7264,7264,12-23-2016,Payment Successful
7265,7265,12-27-2016,Payment Successful
7266,7266,12-19-2016,Payment Successful
7267,7267,12-26-2016,Payment failed
7268,7268,12-18-2016,Payment failed
7269,7269,12-18-2016,Refunded
7270,7270,12-26-2016,Payment Successful
7271,7271,12-18-2016,Payment Successful
7272,7272,12-25-2016,Refunded
7273,7273,12-24-2016,Payment Successful
7274,7274,12-25-2016,Payment Successful
7275,7275,12-18-2016,Refunded
7276,7276,12-25-2016,Refunded
7277,7277,12-23-2016,Refunded
7278,7278,12-20-2016,Payment Successful
7279,7279,12-26-2016,Payment failed
7280,7280,12-18-2016,Refunded
7281,7281,12-23-2016,Refunded
7282,7282,12-22-2016,Payment Successful
7283,7283,12-24-2016,Payment Successful
7284,7284,12-17-2016,Refunded
7285,7285,12-17-2016,Payment Successful
7286,7286,12-22-2016,Payment Successful
7287,7287,12-17-2016,Payment Successful
7288,7288,12-17-2016,Payment failed
7289,7289,12-17-2016,Payment Successful
7290,7290,12-22-2016,Payment Successful
7291,7291,12-24-2016,Payment Successful
7292,7292,12-23-2016,Payment Successful
7293,7293,12-17-2016,Payment Successful
7294,7294,12-17-2016,Payment Successful
7295,7295,12-23-2016,Payment Successful
7296,7296,12-24-2016,Payment Successful
7297,7297,12-24-2016,Payment Successful
7298,7298,12-22-2016,Payment failed
7299,7299,12-17-2016,Payment Successful
7300,7300,12-21-2016,Payment Successful
7301,7301,12-20-2016,Refunded
7302,7302,12-21-2016,Payment Successful
7303,7303,12-21-2016,Payment Successful
7304,7304,12-20-2016,Payment Successful
7305,7305,12-22-2016,Payment Successful
7306,7306,12-16-2016,Payment Successful
7307,7307,12-23-2016,Payment Successful
7308,7308,12-21-2016,Payment Successful
7309,7309,12-16-2016,Payment Successful
7310,7310,12-23-2016,Payment Successful
7311,7311,12-23-2016,Payment Successful
7312,7312,12-24-2016,Payment Successful
